file,AxonAD,ts_len,anomaly_len,num_anomaly,avg_anomaly_len,anomaly_ratio,point_anomaly,seq_anomaly
036_WSD_id_8_WebService_tr_4504_1st_6898.csv,0.0283242686815594,18016,6,2,3.0,0.0003330373001776199,0,1
037_WSD_id_9_WebService_tr_4583_1st_6214.csv,0.2897371124835933,18334,46,3,15.333333333333334,0.002508999672739173,0,1
039_WSD_id_11_WebService_tr_1746_1st_1846.csv,0.1421110844473221,18219,132,7,18.857142857142858,0.0072451835995389425,0,1
040_WSD_id_12_WebService_tr_4559_1st_9714.csv,0.2646568593457741,18236,41,4,10.25,0.0022483000658039044,0,1
041_WSD_id_13_WebService_tr_4296_1st_5196.csv,0.2000445995509582,17186,156,7,22.285714285714285,0.009077155824508321,0,1
042_WSD_id_14_WebService_tr_3015_1st_3115.csv,0.1522101912946419,18308,121,12,10.083333333333334,0.006609132619619838,0,1
043_WSD_id_15_WebService_tr_4521_1st_6828.csv,0.3626541012417848,18085,6,2,3.0,0.00033176665745092616,0,1
044_WSD_id_16_WebService_tr_4559_1st_6975.csv,0.2872224135285063,18236,32,1,32.0,0.001754770783066462,0,1
046_WSD_id_18_WebService_tr_2357_1st_2457.csv,0.3373282053375981,18220,130,11,11.818181818181818,0.007135016465422613,0,1
047_WSD_id_19_WebService_tr_4559_1st_16362.csv,0.268260312862151,18236,14,1,14.0,0.0007677122175915771,0,1
048_WSD_id_20_WebService_tr_4559_1st_11813.csv,0.3948915911214434,18236,53,2,26.5,0.0029063391094538275,0,1
049_WSD_id_21_WebService_tr_4297_1st_7097.csv,0.0924315641160246,17189,31,3,10.333333333333334,0.0018034789691081506,0,1
050_WSD_id_22_WebService_tr_4559_1st_12816.csv,0.2609461200661733,18236,23,1,23.0,0.0012612415003290195,0,1
051_WSD_id_23_WebService_tr_3919_1st_5154.csv,0.2065777214947045,15676,60,4,15.0,0.003827507017096198,0,1
052_WSD_id_24_WebService_tr_4559_1st_9102.csv,0.3023063573302847,18236,34,2,17.0,0.001864443957008116,0,1
054_WSD_id_26_WebService_tr_2409_1st_2509.csv,0.4881594130102693,18391,66,5,13.2,0.003588711869936382,0,1
055_WSD_id_27_WebService_tr_3768_1st_3868.csv,0.4867986939490011,18191,103,8,12.875,0.005662140618987411,0,1
056_WSD_id_28_WebService_tr_4559_1st_9689.csv,0.1458361249205579,18236,38,1,38.0,0.0020837903048914236,0,1
057_WSD_id_29_WebService_tr_2229_1st_2329.csv,0.390098362225493,18236,29,1,29.0,0.001590261022153981,0,1
058_WSD_id_30_WebService_tr_1136_1st_1236.csv,0.1524725180122708,18236,8,1,8.0,0.0004386926957666155,0,1
059_WSD_id_31_WebService_tr_4559_1st_9058.csv,0.4534272184542202,18236,25,1,25.0,0.0013709146742706734,0,1
060_WSD_id_32_WebService_tr_4576_1st_4766.csv,0.2274686154794986,18305,102,8,12.75,0.005572248019666758,0,1
061_WSD_id_33_WebService_tr_4559_1st_9722.csv,0.1952050340263432,18236,30,3,10.0,0.001645097609124808,0,1
062_WSD_id_34_WebService_tr_3371_1st_3471.csv,0.2320721516436733,18236,160,16,10.0,0.00877385391533231,0,1
063_WSD_id_35_WebService_tr_2290_1st_2390.csv,0.6533031235240218,18236,67,3,22.333333333333332,0.003674051327045405,0,1
064_WSD_id_36_WebService_tr_4559_1st_10195.csv,0.105601724627257,18236,25,1,25.0,0.0013709146742706734,0,1
065_WSD_id_37_WebService_tr_3451_1st_3551.csv,0.9112024984083298,18236,199,2,99.5,0.01091248080719456,0,1
066_WSD_id_38_WebService_tr_3320_1st_3420.csv,0.1504833909571464,18302,112,8,14.0,0.006119549775980767,0,1
067_WSD_id_39_WebService_tr_4559_1st_13973.csv,0.7554545243994696,18236,48,1,48.0,0.002632156174599693,0,1
068_WSD_id_40_WebService_tr_4549_1st_13322.csv,0.1191915943669651,18197,29,2,14.5,0.001593669286146068,0,1
069_WSD_id_41_WebService_tr_4548_1st_13988.csv,0.265578219664815,18192,13,1,13.0,0.0007145998240985048,0,1
071_WSD_id_43_WebService_tr_3387_1st_3487.csv,0.5580936967263103,18236,2095,7,299.2857142857143,0.11488264970388243,0,1
072_WSD_id_44_WebService_tr_1691_1st_1791.csv,0.4151977665336014,12500,187,4,46.75,0.01496,0,1
073_WSD_id_45_WebService_tr_3392_1st_3492.csv,0.8526978542204365,15000,268,2,134.0,0.017866666666666666,0,1
074_WSD_id_46_WebService_tr_990_1st_1090.csv,0.2643939106855528,18236,290,21,13.80952380952381,0.015902610221539812,0,1
075_WSD_id_47_WebService_tr_3296_1st_3468.csv,0.5436880423487221,13186,35,4,8.75,0.002654330350371606,0,1
076_WSD_id_48_WebService_tr_3821_1st_7083.csv,0.2633540396781017,15285,9,2,4.5,0.0005888125613346418,0,1
077_WSD_id_49_WebService_tr_3310_1st_3716.csv,0.5152742903267487,13243,59,6,9.833333333333334,0.0044551838707241566,0,1
078_WSD_id_50_WebService_tr_2449_1st_2549.csv,0.5972805035309171,18381,73,6,12.166666666666666,0.003971492301833415,0,1
079_WSD_id_51_WebService_tr_4559_1st_10672.csv,0.0154861388179708,18236,27,2,13.5,0.0014805878482123272,0,1
080_WSD_id_52_WebService_tr_1538_1st_1638.csv,0.0557056167778556,18307,96,15,6.4,0.005243895777571421,0,1
081_WSD_id_53_WebService_tr_4559_1st_8448.csv,0.4816337772846197,18236,204,3,68.0,0.011186663742048695,0,1
082_WSD_id_54_WebService_tr_4437_1st_4805.csv,0.3470772100079393,17748,141,5,28.2,0.007944557133198107,0,1
083_WSD_id_55_WebService_tr_4599_1st_4863.csv,0.6116661032398633,18397,616,2,308.0,0.03348372017176714,0,1
084_WSD_id_56_WebService_tr_4559_1st_9616.csv,0.0771616611703889,18236,63,1,63.0,0.0034547049791620967,0,1
085_WSD_id_57_WebService_tr_780_1st_880.csv,0.097446979223771,15403,203,24,8.458333333333334,0.013179250795299618,0,1
086_WSD_id_58_WebService_tr_4436_1st_9529.csv,0.2649046258756065,17746,23,4,5.75,0.0012960667192606784,0,1
087_WSD_id_59_WebService_tr_4559_1st_12600.csv,0.1275274288454323,18236,11,1,11.0,0.0006032024566790963,0,1
088_WSD_id_60_WebService_tr_4548_1st_5596.csv,0.180743360030389,18193,59,4,14.75,0.0032430055515857746,0,1
089_WSD_id_61_WebService_tr_1010_1st_1110.csv,0.6453528424935978,17429,241,22,10.954545454545455,0.013827528831258248,0,1
090_WSD_id_62_WebService_tr_2281_1st_2381.csv,0.365079346647739,13236,150,11,13.636363636363637,0.011332728921124207,0,1
091_WSD_id_63_WebService_tr_500_1st_363.csv,0.0072617732240619,18230,158,10,15.8,0.008667032364234778,0,1
092_WSD_id_64_WebService_tr_500_1st_118.csv,0.047798353375636,18242,43,5,8.6,0.002357197675693455,0,1
093_WSD_id_65_WebService_tr_1125_1st_1225.csv,0.3113209379257358,18179,177,11,16.09090909090909,0.009736509158919632,0,1
094_WSD_id_66_WebService_tr_3309_1st_3914.csv,0.5739484311749647,13237,35,3,11.666666666666666,0.0026441036488630354,0,1
095_WSD_id_67_WebService_tr_2182_1st_2282.csv,0.2283130719094363,18236,14,1,14.0,0.0007677122175915771,0,1
096_WSD_id_68_WebService_tr_1341_1st_1441.csv,0.4355581177912681,10744,33,3,11.0,0.003071481757259866,0,1
097_WSD_id_69_WebService_tr_4520_1st_6465.csv,0.5653843853445799,18083,44,4,11.0,0.002433224575568213,0,1
098_WSD_id_70_WebService_tr_3575_1st_3675.csv,0.5576385388725713,18236,9,3,3.0,0.0004935292827374424,0,1
099_WSD_id_71_WebService_tr_4559_1st_14411.csv,0.2814623147321906,18236,41,2,20.5,0.0022483000658039044,0,1
100_WSD_id_72_WebService_tr_4559_1st_10254.csv,0.2024199283762862,18236,50,4,12.5,0.0027418293485413467,0,1
101_WSD_id_73_WebService_tr_1513_1st_1613.csv,0.9119162374318848,18236,71,1,71.0,0.0038933976749287126,0,1
102_WSD_id_74_WebService_tr_3306_1st_3639.csv,0.1508309344812489,13227,29,3,9.666666666666666,0.0021924850684206547,0,1
103_WSD_id_75_WebService_tr_1375_1st_1475.csv,0.3173084139571197,18179,107,4,26.75,0.005885912316409043,0,1
104_WSD_id_76_WebService_tr_3047_1st_3147.csv,0.5334255397721326,18084,128,12,10.666666666666666,0.007078080070780801,0,1
105_WSD_id_77_WebService_tr_2348_1st_2448.csv,0.4872239253618428,18380,96,9,10.666666666666666,0.005223068552774755,0,1
106_WSD_id_78_WebService_tr_3363_1st_3463.csv,0.6279494312653645,18236,221,3,73.66666666666667,0.012118885720552752,0,1
107_WSD_id_79_WebService_tr_1095_1st_1195.csv,0.0201122491908211,18236,326,6,54.333333333333336,0.01787672735248958,0,1
108_WSD_id_80_WebService_tr_2368_1st_2468.csv,0.3974453910239858,18220,193,15,12.866666666666667,0.010592755214050493,0,1
109_WSD_id_81_WebService_tr_3175_1st_3275.csv,0.2791796806119143,18058,65,8,8.125,0.003599512681360062,0,1
110_WSD_id_82_WebService_tr_500_1st_375.csv,0.0387903338819624,18236,182,3,60.666666666666664,0.009980258828690502,0,1
111_WSD_id_83_WebService_tr_3934_1st_7531.csv,0.2277077231052579,15736,3,1,3.0,0.00019064565327910524,0,1
112_WSD_id_84_WebService_tr_2442_1st_2542.csv,0.4908215315452011,18380,63,6,10.5,0.003427638737758433,0,1
113_WSD_id_85_WebService_tr_500_1st_335.csv,0.0184448693560586,18242,113,8,14.125,0.006194496217520009,0,1
114_WSD_id_86_WebService_tr_500_1st_403.csv,0.0192968154599576,18243,83,8,10.375,0.004549690292166859,0,1
115_WSD_id_87_WebService_tr_2252_1st_2352.csv,0.1703429585760641,18214,181,14,12.928571428571429,0.009937410782914241,0,1
116_WSD_id_88_WebService_tr_3934_1st_13861.csv,0.1029466635798263,15736,5,1,5.0,0.00031774275546517537,0,1
117_WSD_id_89_WebService_tr_3251_1st_3351.csv,0.0823073371179383,16376,3,1,3.0,0.00018319491939423546,0,1
118_WSD_id_90_WebService_tr_4559_1st_6317.csv,0.2541332212286751,18236,3,1,3.0,0.0001645097609124808,0,1
119_WSD_id_91_WebService_tr_4559_1st_12353.csv,0.4377656608575798,18236,34,1,34.0,0.001864443957008116,0,1
120_WSD_id_92_WebService_tr_2329_1st_2429.csv,0.5154955409564731,17438,95,9,10.555555555555555,0.005447872462438353,0,1
121_WSD_id_93_WebService_tr_4559_1st_11749.csv,0.2762038598408141,18236,43,3,14.333333333333334,0.0023579732397455582,0,1
122_WSD_id_94_WebService_tr_4559_1st_8618.csv,0.4988705043343316,18236,56,2,28.0,0.0030708488703663083,0,1
123_WSD_id_95_WebService_tr_4559_1st_4901.csv,0.5999406562709148,18236,36,6,6.0,0.0019741171309497698,0,1
124_WSD_id_96_WebService_tr_4559_1st_14350.csv,0.1680038412132964,18236,10,1,10.0,0.0005483658697082694,0,1
125_WSD_id_97_WebService_tr_2217_1st_2317.csv,0.1184235940562244,18250,162,10,16.2,0.008876712328767123,0,1
126_WSD_id_98_WebService_tr_657_1st_757.csv,0.2289173936942664,18883,252,29,8.689655172413794,0.013345337075676535,0,1
127_WSD_id_99_WebService_tr_1164_1st_1264.csv,0.19314799579833,18190,117,11,10.636363636363637,0.006432105552501374,0,1
128_WSD_id_100_WebService_tr_4068_1st_4168.csv,0.2915181312911378,18236,200,4,50.0,0.010967317394165387,0,1
129_WSD_id_101_WebService_tr_4448_1st_9592.csv,0.1570772384425799,17794,20,3,6.666666666666667,0.0011239743733842868,0,1
130_WSD_id_102_WebService_tr_2362_1st_2462.csv,0.3315889940615815,18236,195,9,21.666666666666668,0.010693134459311252,0,1
131_WSD_id_103_WebService_tr_4573_1st_7021.csv,0.3467458601118212,18294,13,1,13.0,0.0007106155023504974,0,1
132_WSD_id_104_WebService_tr_4037_1st_4137.csv,0.283886548422356,18236,46,2,23.0,0.002522483000658039,0,1
133_WSD_id_105_WebService_tr_3934_1st_5937.csv,0.2990192138022071,15736,15,1,15.0,0.0009532282663955262,0,1
134_WSD_id_106_WebService_tr_4559_1st_7990.csv,0.2177537453677257,18236,106,3,35.333333333333336,0.005812678218907655,0,1
135_WSD_id_107_WebService_tr_3779_1st_3879.csv,0.2105837863525306,15506,50,4,12.5,0.0032245582355217334,0,1
136_WSD_id_108_WebService_tr_3414_1st_3514.csv,0.3011521665488106,18236,183,8,22.875,0.010035095415661329,0,1
137_WSD_id_109_WebService_tr_4559_1st_14404.csv,0.3854643996674913,18236,59,2,29.5,0.003235358631278789,0,1
138_WSD_id_110_WebService_tr_4584_1st_6039.csv,0.342055215888115,18336,13,1,13.0,0.0007089877835951134,0,1
139_WSD_id_111_WebService_tr_1701_1st_1801.csv,0.1343065852021548,18381,87,8,10.875,0.004733148359719276,0,1
140_MSL_id_1_Sensor_tr_530_1st_630.csv,0.8235461401817592,2430,121,1,121.0,0.04979423868312757,0,1
141_MSL_id_2_Sensor_tr_500_1st_550.csv,0.2269677022636397,2264,312,2,156.0,0.13780918727915195,0,1
143_MSL_id_4_Sensor_tr_980_1st_3550.csv,0.9999050093132396,3922,151,1,151.0,0.038500764915859256,0,1
144_MSL_id_5_Sensor_tr_1525_1st_4590.csv,0.0219891457070685,6100,131,1,131.0,0.021475409836065575,0,1
145_MSL_id_6_Sensor_tr_530_1st_630.csv,0.3900555703961708,2430,121,1,121.0,0.04979423868312757,0,1
147_MSL_id_8_Sensor_tr_590_1st_690.csv,0.1641882350333049,2430,252,2,126.0,0.1037037037037037,0,1
148_MSL_id_9_Sensor_tr_883_1st_1238.csv,0.9198404372527732,3535,228,2,114.0,0.0644978783592645,0,1
149_Stock_id_1_Finance_tr_500_1st_7.csv,0.8388738580752283,20000,981,931,1.0537056928034372,0.04905,1,1
150_Stock_id_2_Finance_tr_500_1st_7.csv,0.6931210367972842,10000,1409,1220,1.1549180327868853,0.1409,1,1
151_Stock_id_3_Finance_tr_500_1st_62.csv,0.1298955641706177,10000,487,463,1.0518358531317495,0.0487,1,1
153_Stock_id_5_Finance_tr_500_1st_1.csv,0.1094313228325225,10000,483,456,1.0592105263157894,0.0483,1,1
154_Stock_id_6_Finance_tr_500_1st_38.csv,0.5551468850550192,20000,975,911,1.070252469813392,0.04875,1,1
155_Stock_id_7_Finance_tr_500_1st_18.csv,0.9354385920707016,20000,973,924,1.053030303030303,0.04865,1,1
156_Stock_id_8_Finance_tr_500_1st_24.csv,0.1323996900017842,10000,485,457,1.061269146608315,0.0485,1,1
157_Stock_id_9_Finance_tr_500_1st_19.csv,0.5345771889512837,10000,1392,1200,1.16,0.1392,1,1
158_Stock_id_10_Finance_tr_500_1st_2.csv,0.5578014104727101,20000,977,920,1.0619565217391305,0.04885,1,1
159_Stock_id_11_Finance_tr_500_1st_5.csv,0.969832583575096,20000,2792,2399,1.1638182576073364,0.1396,1,1
160_Stock_id_12_Finance_tr_500_1st_14.csv,0.4630020245061516,20000,981,934,1.0503211991434689,0.04905,1,1
162_Stock_id_14_Finance_tr_500_1st_4.csv,0.3035496808067076,10000,1380,1199,1.1509591326105089,0.138,1,1
163_Stock_id_15_Finance_tr_500_1st_3.csv,0.2696941197456411,10000,1397,1179,1.18490245971162,0.1397,1,1
164_Stock_id_16_Finance_tr_500_1st_8.csv,0.9694829708087068,20000,2775,2371,1.1703922395613666,0.13875,1,1
165_Stock_id_17_Finance_tr_500_1st_7.csv,0.971966357680472,20000,2798,2380,1.1756302521008404,0.1399,1,1
166_Stock_id_18_Finance_tr_500_1st_18.csv,0.8469883693424134,20000,2797,2401,1.1649312786339026,0.13985,1,1
167_Stock_id_19_Finance_tr_500_1st_7.csv,0.2443736996747196,10000,488,468,1.0427350427350428,0.0488,1,1
168_Stock_id_20_Finance_tr_500_1st_1.csv,0.286140012045639,10000,1395,1208,1.1548013245033113,0.1395,1,1
169_Daphnet_id_1_HumanActivity_tr_9693_1st_20732.csv,0.503562112145873,38774,2306,6,384.3333333333333,0.05947284262650229,0,1
170_MITDB_id_1_Medical_tr_17675_1st_17775.csv,0.0483890548363367,500000,22845,49,466.2244897959184,0.04569,0,1
171_MITDB_id_2_Medical_tr_50000_1st_88864.csv,0.4574761580399978,650000,19657,42,468.0238095238095,0.030241538461538462,0,1
172_MITDB_id_3_Medical_tr_27274_1st_27374.csv,0.1272622741498708,650000,18109,27,670.7037037037037,0.02786,0,1
173_MITDB_id_4_Medical_tr_13620_1st_13720.csv,0.1555678787000049,650000,66682,199,335.0854271356784,0.10258769230769231,0,1
175_MITDB_id_6_Medical_tr_27274_1st_27374.csv,0.0558417171900971,650000,18109,27,670.7037037037037,0.02786,0,1
176_MITDB_id_7_Medical_tr_6232_1st_6332.csv,0.6890173428560464,650000,38272,144,265.77777777777777,0.05888,0,1
177_MITDB_id_8_Medical_tr_17675_1st_17775.csv,0.0898753157108727,650000,27124,60,452.06666666666666,0.04172923076923077,0,1
178_SMD_id_1_Facility_tr_6000_1st_10609.csv,0.2160173461891915,24000,427,4,106.75,0.017791666666666667,0,1
179_SMD_id_2_Facility_tr_5925_1st_17580.csv,0.7409007462572893,23703,161,1,161.0,0.006792389149052862,0,1
180_SMD_id_3_Facility_tr_5925_1st_17580.csv,0.9453325072165842,23703,161,1,161.0,0.006792389149052862,0,1
181_SMD_id_4_Facility_tr_5000_1st_15144.csv,0.5749816965607861,20000,908,3,302.6666666666667,0.0454,0,1
183_SMD_id_6_Facility_tr_5925_1st_17580.csv,0.8373321991838455,23703,161,1,161.0,0.006792389149052862,0,1
184_SMD_id_7_Facility_tr_7119_1st_15849.csv,0.5566523414048536,28479,2694,8,336.75,0.09459601811861372,0,1
185_SMD_id_8_Facility_tr_5000_1st_15144.csv,0.5755602359310785,20000,908,3,302.6666666666667,0.0454,0,1
187_SMD_id_10_Facility_tr_5000_1st_15849.csv,0.3426566605997911,20000,2190,4,547.5,0.1095,0,1
188_SMD_id_11_Facility_tr_500_1st_392.csv,0.4265119429480243,23703,817,12,68.08333333333333,0.034468210775007384,0,1
189_SMD_id_12_Facility_tr_5925_1st_17580.csv,0.8308051783637062,23703,161,1,161.0,0.006792389149052862,0,1
190_SMD_id_13_Facility_tr_7119_1st_15849.csv,0.4463706035851974,28479,2694,8,336.75,0.09459601811861372,0,1
191_SMD_id_14_Facility_tr_4596_1st_4696.csv,0.6995936151692744,22700,146,2,73.0,0.006431718061674009,0,1
192_SMD_id_15_Facility_tr_5925_1st_17580.csv,0.9373285828202228,23703,161,1,161.0,0.006792389149052862,0,1
194_SMD_id_17_Facility_tr_5925_1st_17580.csv,0.8192227542791177,23703,161,1,161.0,0.006792389149052862,0,1
195_SMD_id_18_Facility_tr_5925_1st_17580.csv,0.9061584080692676,23703,161,1,161.0,0.006792389149052862,0,1
196_SMD_id_19_Facility_tr_7174_1st_21230.csv,0.6709732045814552,28696,192,2,96.0,0.006690827989963758,0,1
197_SMD_id_20_Facility_tr_5000_1st_15144.csv,0.6128815252362794,20000,908,3,302.6666666666667,0.0454,0,1
198_SMD_id_21_Facility_tr_5925_1st_17580.csv,0.9259580210285486,23703,161,1,161.0,0.006792389149052862,0,1
199_SMD_id_22_Facility_tr_5925_1st_17580.csv,0.7441953533042018,23703,161,1,161.0,0.006792389149052862,0,1
201_SMD_id_24_Facility_tr_7174_1st_21230.csv,0.7442971082601998,28696,198,3,66.0,0.006899916364650125,0,1
202_SMD_id_25_Facility_tr_6250_1st_21230.csv,0.2527932386213661,25000,66,1,66.0,0.00264,0,1
203_SMD_id_26_Facility_tr_7174_1st_21230.csv,0.8853637787717223,28696,198,3,66.0,0.006899916364650125,0,1
204_SMD_id_27_Facility_tr_5000_1st_15144.csv,0.4856451968516496,20000,908,3,302.6666666666667,0.0454,0,1
205_SMD_id_28_Facility_tr_5925_1st_17580.csv,0.950770971038394,23703,161,1,161.0,0.006792389149052862,0,1
206_SMD_id_29_Facility_tr_6250_1st_21230.csv,0.2343850747976079,25000,66,1,66.0,0.00264,0,1
207_SMD_id_30_Facility_tr_7174_1st_21230.csv,0.8664589709774552,28696,198,3,66.0,0.006899916364650125,0,1
208_SMD_id_31_Facility_tr_5000_1st_15144.csv,0.6146901160100474,20000,908,3,302.6666666666667,0.0454,0,1
209_SMD_id_32_Facility_tr_5925_1st_17580.csv,0.9378656576012456,23703,161,1,161.0,0.006792389149052862,0,1
211_SMD_id_34_Facility_tr_5925_1st_17580.csv,0.8115143109077454,23703,161,1,161.0,0.006792389149052862,0,1
212_SMD_id_35_Facility_tr_5925_1st_17580.csv,0.9192138212944784,23703,161,1,161.0,0.006792389149052862,0,1
213_SMD_id_36_Facility_tr_5925_1st_17580.csv,0.9746722168921342,23703,161,1,161.0,0.006792389149052862,0,1
214_SMD_id_37_Facility_tr_5925_1st_17580.csv,0.6914396823555374,23703,161,1,161.0,0.006792389149052862,0,1
215_SMD_id_38_Facility_tr_5925_1st_17580.csv,0.8047986592223502,23703,161,1,161.0,0.006792389149052862,0,1
216_LTDB_id_1_Medical_tr_500_1st_266.csv,0.3221825329048857,100000,14857,137,108.44525547445255,0.14857,0,1
218_LTDB_id_3_Medical_tr_500_1st_266.csv,0.2917291361209065,100000,14857,137,108.44525547445255,0.14857,0,1
219_LTDB_id_4_Medical_tr_3618_1st_3718.csv,0.9814927759730164,100000,14781,116,127.42241379310344,0.14781,0,1
220_LTDB_id_5_Medical_tr_500_1st_26.csv,0.3247080069936257,100000,31565,166,190.15060240963857,0.31565,0,1
221_LTDB_id_6_Medical_tr_500_1st_26.csv,0.3139760227912148,100000,31565,166,190.15060240963857,0.31565,0,1
222_LTDB_id_7_Medical_tr_3618_1st_3718.csv,0.990623770975162,100000,14781,116,127.42241379310344,0.14781,0,1
223_LTDB_id_8_Medical_tr_4456_1st_4556.csv,0.857537710090255,100000,16159,100,161.59,0.16159,0,1
224_LTDB_id_9_Medical_tr_4456_1st_4556.csv,0.8596219884677011,100000,16159,100,161.59,0.16159,0,1
225_MGAB_id_1_Synthetic_tr_25000_1st_38478.csv,0.0139656922038129,100000,200,10,20.0,0.002,0,1
226_MGAB_id_2_Synthetic_tr_20000_1st_45134.csv,0.0123951076666841,80000,140,7,20.0,0.00175,0,1
227_MGAB_id_3_Synthetic_tr_25000_1st_44340.csv,0.0172417143822616,100000,200,10,20.0,0.002,0,1
228_MGAB_id_4_Synthetic_tr_25000_1st_38948.csv,0.0178246423284222,100000,200,10,20.0,0.002,0,1
229_MGAB_id_5_Synthetic_tr_25000_1st_33098.csv,0.0095220344990568,100000,200,10,20.0,0.002,0,1
231_MGAB_id_7_Synthetic_tr_25000_1st_35544.csv,0.0125833393568604,100000,200,10,20.0,0.002,0,1
232_MGAB_id_8_Synthetic_tr_25000_1st_32708.csv,0.0167517822010976,100000,200,10,20.0,0.002,0,1
233_MGAB_id_9_Synthetic_tr_25000_1st_41300.csv,0.1474241732555905,100000,200,10,20.0,0.002,0,1
234_SED_id_1_Medical_tr_3740_1st_3840.csv,0.0644131104557282,19999,960,15,64.0,0.048002400120006,0,1
236_SED_id_3_Medical_tr_3740_1st_3840.csv,0.0389119231503865,39999,1472,23,64.0,0.036800920023000575,0,1
237_SVDB_id_1_Medical_tr_11587_1st_11687.csv,0.8513514352108946,130400,9852,12,821.0,0.0755521472392638,0,1
238_SVDB_id_2_Medical_tr_25000_1st_71963.csv,0.1552513552087429,100000,676,1,676.0,0.00676,0,1
239_SVDB_id_3_Medical_tr_50000_1st_106634.csv,0.428590780518633,230400,3503,13,269.46153846153845,0.015203993055555556,0,1
240_SVDB_id_4_Medical_tr_18462_1st_18562.csv,0.4580667026262774,130400,6004,34,176.58823529411765,0.046042944785276076,0,1
241_SVDB_id_5_Medical_tr_11587_1st_11687.csv,0.8110057295547676,130400,9852,12,821.0,0.0755521472392638,0,1
243_SVDB_id_7_Medical_tr_11393_1st_11493.csv,0.2007220936926676,180400,5547,32,173.34375,0.030748337028824832,0,1
244_SVDB_id_8_Medical_tr_17803_1st_17903.csv,0.7244168501979541,130400,3941,25,157.64,0.030222392638036808,0,1
245_SVDB_id_9_Medical_tr_12607_1st_12707.csv,0.6881758246794717,180400,14891,150,99.27333333333333,0.08254434589800444,0,1
